date,type,title
2013-07-06T00:00:00Z,article,"Yankees Rally, but Most Welcome News Is Off Field"
2013-03-24T00:00:00Z,article,The Mayor’s Geek Squad
2013-11-04T00:00:00Z,article,"Reflecting on a Dream, and Preparing to Move On"
2013-02-13T09:45:58Z,blogpost,Now Streaming | Michael Kors Fall 2013 Women's Collection
2013-07-25T00:00:00Z,article,Account of Weiner’s Online Exchanges Fits Pattern
2013-09-05T21:17:33Z,blogpost,"Highlights From Our Social Feeds at NYFW, Day 1"
2013-09-22T16:41:40Z,blogpost,"'Breaking Bad,' 'Modern Family' Take Top Honors in a Tribute-Heavy Emmy Awards"
2013-10-29T00:00:00Z,article,When Class Trumps Identity
2013-02-07T09:55:45Z,blogpost,What We're Reading
2013-07-28T00:00:00Z,article,A Candidate Eclipse
2013-07-24T00:00:00Z,article,Your First Dance Crush
2013-12-19T00:00:00Z,article,Scrooge Has a Sense of Humor
2013-08-08T00:00:00Z,article,"Confounding a Smoking Ban, and Bouncers"
2013-09-15T00:00:00Z,article,Doing Business in Bangladesh
2013-09-30T00:00:00Z,article,A Wave of Sewing Jobs as Orders Pile Up at U.S. Factories
2013-04-23T00:00:00Z,article,"Their Home Is a Castle, Like It or Not"
2013-11-24T00:00:00Z,article,The Long Goodbye
2013-09-26T00:00:00Z,article,Look Good in Ways You Can Afford
2013-02-09T10:32:09Z,blogpost,Photos of The Moment | Rag & Bone
2013-12-22T00:00:00Z,article,Living With a Business Below
2013-08-18T00:00:00Z,article,A Mayor Who Puts Wall Street First
2013-11-07T00:00:00Z,article,Roiling the Waters at River House
2013-05-02T00:00:00Z,article,Some Retailers Rethink Role in Bangladesh
2013-09-10T11:54:51Z,blogpost,Sept. 10: Where the Candidates Are Today
2013-06-20T00:00:00Z,article,Shoe Battles: Going Toe-to-Toe in Stilettos
2013-09-09T00:00:00Z,article,New Angles on the Fast Track
2013-02-07T15:10:19Z,blogpost,Fashion Week Begins With a Conservative Touch 
2013-02-06T19:12:13Z,blogpost,Share Your Fashion Week Instagrams
2013-09-07T00:00:00Z,multimedia,Fashion Week Parties: Night 2
2013-09-13T00:00:00Z,article,Ralph Lauren and a Dance of the Decades
2013-08-28T16:35:29Z,multimedia,Countdown to Fashion Week: Model Casting
2013-02-15T13:27:09Z,blogpost,New York Fashion Week | Snap Sketch 
2013-02-11T00:00:00Z,article,Wang’s Going-Away Present
2013-09-13T16:33:18Z,blogpost,Fashion Week Beauty: The Scarf Bun
2013-09-06T19:30:35Z,blogpost,Europe's Lesson For New York 
2013-01-29T13:12:28Z,blogpost,"Answers to Readers' Questions: Joe Flacco, Ray Lewis, Rex Ryan "
2013-03-07T11:35:33Z,blogpost,High Stakes for 2 Royal Ballet Premieres
2013-09-04T00:00:00Z,article,The Search for Stars Begins
2013-02-15T12:15:39Z,blogpost,Photos of The Moment | Marc Jacobs
2013-02-13T16:00:39Z,blogpost,Photos of The Moment | Michael Bastian
2013-02-09T18:30:09Z,blogpost,Photos of The Moment | Prabal Gurung
2013-02-09T11:30:57Z,blogpost,Photos of The Moment | Tommy Hilfiger
2013-02-14T00:00:00Z,article,Model Apartments: Runway to Real Estate
2013-05-02T00:00:00Z,article,Some Retailers Rethink Role in Bangladesh
2013-06-30T00:00:00Z,article,The Mob and Angela Clemente
2013-02-13T17:55:13Z,blogpost,Photos of The Moment | Michael Kors
2013-02-09T16:30:47Z,blogpost,Photos of The Moment | Billy Reid
2013-06-05T14:04:33Z,blogpost,A Ride Around Manhattan in the Taxi of Tomorrow
2013-07-03T00:00:00Z,article,"After Disaster, Bangladesh Lags in Policing Its Maze of Factories"
2013-09-03T00:00:00Z,article,"For Votes, a Common Appeal to the Struggling  Residents in the City"
2013-02-13T11:56:12Z,blogpost,Photos of The Moment | Rodarte
2013-02-12T15:35:10Z,blogpost,Photos of The Moment | 3.1 Phillip Lim
2013-02-11T17:15:32Z,blogpost,Photos of The Moment | Tommy Hilfiger
2013-01-24T14:53:42Z,blogpost,Updates on the Katie Couric Interview With Manti Te'o
2013-02-07T00:00:00Z,article,"Selling Jewelry and a Lifestyle, a Snapshot at a Time"
2013-02-08T12:35:19Z,blogpost,Photos of The Moment | Kenneth Cole
2013-02-08T10:46:06Z,blogpost,Updates on the Winter Storm
2013-10-21T00:00:00Z,multimedia,The Collections
2013-01-13T17:25:08Z,blogpost,"'Argo,' 'Les Miz,' Homeland' and 'Girls' Win Big at the Golden Globes"
2013-04-22T00:00:00Z,article,"Two Sunday Running Events in Manhattan Are Minor, but Security Isn’t"
2013-02-09T15:30:33Z,blogpost,Photos of The Moment | Suno
2013-05-03T00:00:00Z,article,Bangladesh Fears an Exodus of Apparel Firms
2013-02-08T00:00:00Z,article,Theater Listings for Feb. 8-14
2013-01-18T16:47:47Z,blogpost,Live Coverage of Obama's Second Inauguration
2013-02-14T17:13:51Z,article,"Ralph Lauren's New Collection Evokes 19th Century Russia, France"
2013-02-10T10:53:31Z,blogpost,Photos of The Moment | Altuzarra
2013-07-17T00:00:00Z,article,"At Democratic Fund-Raiser, Talk of Politics on Red Carpet"
2013-09-22T00:00:00Z,article,For Your Ears Only
2013-09-02T08:01:15Z,article,Maria Pinto Launches New Collection on Kickstarter
2013-08-18T00:00:00Z,article,Uniform Police Focus on Face Masks
2013-07-28T00:00:00Z,article,Interview With President Obama
2013-02-15T00:00:00Z,article,Theater Listings for Feb. 15-21
2013-02-01T00:00:00Z,article,Theater Listings for Feb. 1-7
2013-03-29T00:00:00Z,article,Theater Listings for March 29-April 4
2013-03-24T11:54:17Z,blogpost,"N.C.A.A. Tournament Analysis, Round of 32, Day 2"
2013-09-03T13:32:29Z,blogpost,Catwalks and Pillow Mints
2013-08-01T00:00:00Z,article,City Allots $50 Million to Favored Arts Project
2013-05-17T00:00:00Z,article,Groups Press Big Retailers on Safety Overseas
2013-07-31T15:54:30Z,article,New Mother Duchess of Cambridge Makes Best Dressed List
2013-07-22T00:00:00Z,article,High Line’s Best-Kept Secret: It’s a Fast Commute
2013-09-12T08:30:12Z,blogpost,Model-Morphosis | Xiao Wen Ju at Anna Sui
2013-09-11T09:00:31Z,blogpost,Model-Morphosis | Binx at Vera Wang
2013-12-17T00:00:00Z,article,"For Artifacts From Closed Churches, an Afterlife on Staten Island"
2013-09-09T14:33:43Z,blogpost,"Weekly News Quiz | Sept. 3-9, 2013"
2013-04-01T00:00:00Z,article,"Jamaicans Get Party to Come to Them, via DVD"
2013-09-12T19:30:50Z,blogpost,Model-Morphosis | Carolina Thaler at Ralph Lauren
2013-08-03T00:00:00Z,article,"Two Cities and Cultures, Linked on a Brooklyn Wall"
2013-07-28T00:00:00Z,article,"Once Writer for ‘The Young and Restless,’ Is Charging Into a New Episode"
2013-09-18T17:16:09Z,article,New iPhones: What the Tech World Is Saying
2013-08-04T00:00:00Z,article,"Ronnie Cutrone, a Man of Another, Cooler City"
2013-05-11T00:00:00Z,article,Retailers Are Pressed on Safety at Factories
2013-10-27T00:00:00Z,article,"Auctions Organized by Theme, With a Narrative Pull"
2013-09-09T11:06:30Z,article,Costume National Returns to Milan Runways
2013-03-18T14:48:46Z,blogpost,Boys' Club: Spring's New Haircut
2013-09-13T11:48:59Z,article,"Q&A: Janelle Monae on New Album, Prince, Therapy"
2013-09-09T16:16:07Z,blogpost,Three's a Trend | The Spring Runways Serve Up Court-Friendly Looks
2013-02-08T07:07:08Z,article,"NYC, New England Brace for Up to 3 Feet of Snow"
2013-11-21T00:00:00Z,article,Paul Sevigny Brings a New Bar to TriBeCa
2013-02-22T00:00:00Z,article,Visas Are Urged for Lower-Skilled Work
2013-02-07T06:59:58Z,blogpost,Sloshing Around the Shows
2013-12-05T00:00:00Z,multimedia,Four Square Blocks: Miami
2013-02-13T10:30:24Z,blogpost,Model-Morphosis | Bo Don at Thakoon
2013-01-04T00:00:00Z,article,"In Winter, TV’s in Bloom"
2013-09-13T13:57:02Z,blogpost,"The Look | Rooney Mara's Pared-Down, All-Black Ensemble "
2013-04-01T00:00:00Z,article,More Diagnoses of Hyperactivity in New C.D.C. Data
2013-02-12T12:45:31Z,blogpost,Model-Morphosis | Jacquelyn Jablonski at Diane von Furstenberg 
2013-01-03T15:40:04Z,blogpost,"Christie Takes a Swing at His Party, Possibly Hurting His Political Future"
2013-09-08T15:00:31Z,blogpost,Model-Morphosis | Marta Dyks at Victoria Beckham
2013-05-07T09:49:30Z,article,"After Recent Deaths, Health Is New Priority in Rap"
2013-09-10T19:29:27Z,blogpost,Stargazing Day 6: Front-Row Drivers and New Blood
2013-02-09T17:30:33Z,blogpost,Model-Morphosis | Liu Wen at Jason Wu
2013-02-05T11:00:20Z,blogpost,Elizabeth Meriwether Answers Your 'New Girl' Questions
2013-04-14T00:00:00Z,article,Building a Better Tech School
2013-07-03T14:00:00Z,article,New Manchester United Manager Isn't Sitting Still
2013-10-17T00:00:00Z,article,The Good-for-Nothing Garden
2013-11-15T17:15:07Z,blogpost,"Seven Days of Style | Christie's Highest Art Bid Ever, Tim Gunn's New Series and H&M's New Lady Gaga-Christened Flagship "
2013-10-10T00:00:00Z,article,Want to Meet Influential New Yorkers? Invite Them to Dinner
2013-10-18T00:00:00Z,article,Old Informs New at Dual Frieze Fairs in London
2013-06-28T00:00:00Z,article,New Leak Suggests Ashcroft Confrontation Was Over N.S.A. Program
2013-09-11T09:55:24Z,blogpost,"Day 7: Michael Kors, Proenza Schouler, J. Mendel and more"
2013-03-04T13:34:16Z,article,Exclusive: Goldman Finds New Way to Do Buyouts in Face of Volcker
2013-09-04T12:17:37Z,article,Adam Levine Is Fashion's Next Pop Star
2013-02-08T21:06:44Z,blogpost,There's No Dressing Up a Bland Start
2013-06-13T00:00:00Z,article,Native Flora Garden Opens at Brooklyn Botanic Garden
2013-10-15T00:00:00Z,article,Troupe Has the Courage of Its Commissions
2013-02-27T09:49:54Z,article,The Party's Over for Fashion's Night Out
2013-02-05T11:00:20Z,blogpost,Elizabeth Meriwether Answers Your 'New Girl' Questions
2013-12-08T00:00:00Z,article,"Modo, a New Version of Bikram Hot Yoga, Is Growing Popular"
2013-12-27T00:00:00Z,article,Subterranean Acts of Sudden Intimacy
2013-09-28T00:00:00Z,article,"Women, the Loud, the Few"
2013-02-13T12:11:35Z,article,Galliano's Outfit: Anti-Semitic or Just Eccentric?
2013-10-05T00:00:00Z,article,What Can Be Sold in 140 Characters? That’s Now the Challenge for Twitter
2013-10-20T00:00:00Z,article,Fiscal Crisis Sounds the Charge in G.O.P.’s ‘Civil War’
2013-09-04T22:10:13Z,article,Designer Michael Kors Takes Success in Stride
2013-04-01T00:00:00Z,article,A.D.H.D. Seen in 11% of U.S. Children as Diagnoses Rise
2013-09-06T19:30:35Z,blogpost,Europe's Lesson For New York 
2013-02-12T00:00:00Z,article,"Some Fresh Ideas, and Wearable Ones"
2013-02-12T15:24:18Z,blogpost,"Stargazing: New York Fashion Week, Day 5"
2013-09-05T00:00:00Z,article,Is New York Fashion Week Near the End of the Runway?
2013-09-09T00:00:00Z,article,Some Bait to Tease Your Desire
2013-02-09T00:00:00Z,article,Jason Wu Moves to the Grown-Up Table
2013-02-08T10:31:48Z,blogpost,Storm Watch Hits Fashion Week 
2013-09-08T18:13:26Z,blogpost,Hurtling Through the Fashion Mall for DVF
2013-02-15T00:00:00Z,article,You Have to Be There to Feel It
2013-12-29T00:00:00Z,article,The Year in Fashion
2013-02-06T06:31:43Z,article,Designer Galliano Suing Former Employer Dior in French Court
2013-02-15T17:28:52Z,blogpost,"Famous Faces Make a Splash, Again and Again"
2013-09-10T21:30:04Z,blogpost,By Design | A Backdrop Artist Sets the Scene for the Fashionable Set 
2013-02-18T15:30:03Z,blogpost,Model Diary | Maria Bradley
2013-05-10T00:05:47Z,article,"Kate Upton Goes 'Vogue,' Covering Its June Issue"
2013-03-10T00:00:00Z,article,The Allergy Buster
2013-08-14T15:10:00Z,article,Rag & Bone Inching the Window on Cool Success
2013-09-06T21:30:28Z,blogpost,Backstage Beauty Report | Q. & A. with Guido Palau at Rag & Bone
2013-02-14T16:18:23Z,blogpost,Backstage Beauty Report | Q. and A. With Diane Kendal
2013-01-18T09:16:01Z,article,Designer John Galliano Starts Comeback at De La Renta
2013-12-07T00:00:00Z,article,Mandela’s Death Stirs Sense of Loss Around the World
2013-04-21T00:00:00Z,article,Job? What Job?
2013-01-23T16:45:30Z,article,Mrs. Obama Has Bangs: Let the Analyzing Begin
2013-12-01T00:00:00Z,article,"At Art Basel Miami Beach, Squeezing Art Out of the Picture"
2013-03-08T18:18:27Z,article,Last Call for Neiman Marcus's eBay Store
2013-01-22T00:00:00Z,article,Gant Rugger Devotes Ads to ‘Bros’ and Their Clothes
2013-02-05T01:51:28Z,blogpost,IHT Quick Read: Feb. 5
2013-04-18T15:00:39Z,blogpost,Sleepy Jones 
2013-09-08T17:04:14Z,article,Designers Defy Matchy-Matchy Wisdom for the Mix
2013-10-24T00:00:00Z,article,Makeup Trend: Matte Base Layers
2013-09-16T14:34:31Z,article,Model Campaign Brings More Diversity to Runways
2013-09-05T00:00:00Z,article,The Gangsters Are All Here
2013-10-02T00:00:00Z,article,Marc Jacobs to Leave Louis Vuitton
2013-12-03T00:00:00Z,article,"In Marketing, Art’s the Thing"
2013-12-05T00:00:00Z,article,He’s Comfortable Working the Room
2013-04-09T16:11:39Z,blogpost,The First Signs of Spring 
2013-02-23T12:40:14Z,blogpost,Model Diary | Liu Wen
2013-09-27T15:30:25Z,blogpost,"Seven Days of Style | Lizzy Caplan Gets Randy, Saks Gets Smelly and Moschino Celebrates "
2013-09-16T16:49:17Z,article,London Designers Seek to Defy Tough Markets With Luxury Pieces
2013-02-09T23:18:16Z,article,Monique Lhuillier Is Ready for the Red Carpet
2013-04-16T00:00:00Z,article,Science Bookshelf: Methodology
2013-12-03T17:21:35Z,article,Sycamore in Lead for Men's Wearhouse's K&G Chain: Sources
2013-01-18T07:12:01Z,article,Gussie Moran Dies; Skirt Scandalized '49 Wimbledon
2013-03-14T00:00:00Z,article,"Corrections: March 14, 2013"
2013-07-30T00:00:00Z,article,Man Who Disappeared From Long Island College Hospital Is Found in Florida
2013-08-29T00:00:00Z,article,Hair at the U.S. Open Glorifying Individual Style
2013-01-15T12:13:30Z,article,Olympic Cauldron to NYC Park Up for Design Award
2013-05-16T00:00:00Z,article,"Oh, How the Humble Has Risen"
2013-03-07T00:00:00Z,article,Creative Class Is in Session
2013-04-25T00:00:00Z,article,NBCUniversal Plans an ‘Upfront’ for Its Digital Properties
2013-09-26T00:00:00Z,article,Olivier Zahm Brings Purple Jeans to Closed Label
2013-09-27T00:00:00Z,article,"Time-Shifted Viewing, Plans for Las Vegas and Bossy Little Girls"
2013-05-16T17:37:59Z,article,"Lower Income Shoppers Still Feeling Pinched, U.S. Retailers Say"
2013-07-17T12:02:11Z,blogpost,When We Were Unpaid Interns
2013-02-07T18:08:03Z,blogpost,"Backstage Beauty Tweets, Day 1"
2013-06-07T03:44:46Z,blogpost,IHT Quick Read: June 7
2013-06-05T16:27:36Z,blogpost,Kirna Zab&ecirc;te to Move to Larger Store in SoHo
2013-05-07T19:44:35Z,blogpost,Woods Takes a Stroll Down the Red Carpet
2013-05-19T08:56:07Z,blogpost,A Night of Swan Songs at 'Saturday Night Live'
2013-01-18T02:45:07Z,blogpost,IHT Quick Read: Jan. 18
2013-08-04T00:00:00Z,article,Girls Not Allowed
2013-02-14T00:00:00Z,article,"Corrections: February 14, 2013"
2013-09-12T22:29:28Z,article,"Marc Jacobs: a Decaying Beach, Sweltering Models"
2013-09-05T00:00:00Z,article,Beauty in the Eye of the Dreamer
2013-02-09T15:09:45Z,article,"Shovels, Skis or a Wedding: Tales From a Snowstorm"
2013-03-22T11:13:40Z,article,Rebecca Minkoff Takes Aim at Asia's Sexy Tomboy Shoppers
2013-04-25T10:14:01Z,blogpost,Schumer and McCain Express Optimism on Chances for Immigration Overhaul
2013-02-14T00:00:00Z,article,Fresh From the Internet’s Attic
2013-11-01T12:39:25Z,blogpost,Giving Stilettos the Business
2013-05-13T23:59:02Z,article,Ballet Gala Brings Out the Chiffon and Sequins
2013-05-13T23:59:02Z,article,Ballet Gala Brings Out the Chiffon and Sequins
2013-03-07T15:29:33Z,blogpost,Bloomberg Irked by Movies and Media
2013-10-15T12:09:39Z,blogpost,Edited Viral Video Used for Motivation at Apple
2013-02-08T23:18:55Z,blogpost,IHT Quick Read: Feb. 9
2013-04-30T12:17:17Z,blogpost,Cuomo Asks Con Ed to Freeze Bonuses for Top Executives
2013-09-08T22:08:07Z,blogpost,Stargazing Day 3.5: Weekend Soundtrack
2013-05-24T10:09:38Z,article,Insight: Luxury Brands Position for U.S. Boom
2013-11-03T00:00:00Z,article,Bitten by the Same Bug
2013-06-25T12:58:30Z,article,Diddy Hopes to Bring Music Back to TV With Revolt
2013-10-20T00:00:00Z,article,Letters
2013-05-30T00:00:00Z,article,A Vegan With a Dark Side
2013-01-09T07:30:00Z,article,"NY's Cuomo Proposes Gun, Ammo Magazine Limits"
2013-06-06T00:00:00Z,article,Bobby’s on the Lower East Side
2013-09-23T09:01:56Z,article,"Americans Say They're Creatures of Simple, Solo Exercise Habits"
2013-12-09T09:43:00Z,article,Abercrombie Rejects Shareholder Call; Extends CEO Contract
2013-05-24T14:57:20Z,article,Yahoo Joins Growing List of Bidders for Hulu: Sources
2013-12-10T00:44:20Z,article,Perry Leads Anaheim Ducks' 5-2 Rout of Islanders
2013-06-28T00:00:00Z,article,How Shocking: Met Unbuttons
2013-03-15T16:09:40Z,article,Two Ackman Investors Want More Details on JC Penney
2013-09-15T18:35:21Z,article,Biden Has Tongues Wagging Over 2016 Race With Visit to Iowa
2013-05-16T14:28:36Z,article,10 Things to Know About David Beckham
2013-09-18T16:38:59Z,blogpost,Chevrolet Talks Bold Colors for Small Cars
2013-08-05T00:00:00Z,article,Funeral Held for Victim of Manhattan Balcony Collapse
2013-05-17T00:00:00Z,article,USA Network Turns to Vignettes to Draw Viewers and Advertisers to Its Daytime Schedule
2013-04-25T00:00:00Z,article,"Corrections: April 25, 2013"
2013-04-11T09:09:18Z,article,Cold March Keeps Shoppers' Spending Tepid
2013-03-12T08:00:37Z,article,Conde Nast Launches Slate of Original Programming
2013-10-04T00:00:00Z,article,Uncaging the Cage Fighter Within
2013-03-28T00:00:00Z,article,Explaining His Short Cut to Success
2013-04-03T17:45:00Z,article,"Progress, One Conference at a Time"
2013-04-13T00:00:00Z,article,"Corrections: April 13, 2013"
2013-10-01T13:22:42Z,blogpost,Saint Laurent Drops a Retailer in T-Shirt Flap
2013-10-21T00:00:00Z,article,A Look Toward the Future at National Design Awards
2013-12-09T12:28:04Z,article,Carney Sees Hopeful Signs in UK Economy
2013-02-19T00:00:00Z,article,Fuel Surcharges Push Up International Airfares
2013-11-07T00:00:00Z,article,"With the Raven, Henry Stimler Expands His Nightlife Presence"
2013-01-10T02:32:05Z,article,NY's Cuomo Sets Sights High on Gun Control
2013-11-24T00:00:00Z,article,"As the Clothes Come Off, the Magazines Dress Up"
2013-02-16T00:00:00Z,article,"Corrections: February 16, 2013"
2013-12-15T00:00:00Z,article,Have a Seat and Start Working Out
2013-02-11T16:33:30Z,blogpost,"Stargazing: New York Fashion Week, Day 4"
2013-09-14T00:00:00Z,article,"At 10 Years, a Colorful Intensity"
2013-09-10T00:00:00Z,multimedia,Fashion Week Parties: Night 5
2013-09-27T16:00:54Z,multimedia,Bill Cunningham | Forever Plaid
2013-09-11T22:17:47Z,blogpost,Marbleized Surface Trend on Runways
2013-09-05T00:00:00Z,multimedia,Off the Runway: Day One
2013-02-15T19:56:53Z,blogpost,Stargazing: The Finale
2013-02-08T16:01:25Z,blogpost,Braving the Elements for Jason Wu
2013-02-13T00:00:00Z,article,Rewarding Those Who Dare to Move Forward
